date,^GSPC,^VIX,GC=F,CL=F
2024-03-26,5203.580078125,13.239999771118164,2175.60009765625,81.62000274658203
2024-03-27,5248.490234375,12.779999732971191,2190.60009765625,81.3499984741211
2024-03-28,5254.35009765625,13.010000228881836,2217.39990234375,83.16999816894531
2024-04-01,5243.77001953125,13.649999618530273,2236.5,83.70999908447266
2024-04-02,5205.81005859375,14.609999656677246,2261.0,85.1500015258789
2024-04-03,5211.490234375,14.329999923706055,2294.39990234375,85.43000030517578
2024-04-04,5147.2099609375,16.350000381469727,2288.800048828125,86.58999633789062
2024-04-05,5204.33984375,16.030000686645508,2325.699951171875,86.91000366210938
2024-04-08,5202.39013671875,15.1899995803833,2331.699951171875,86.43000030517578
2024-04-09,5209.91015625,14.979999542236328,2343.5,85.2300033569336
2024-04-10,5160.64013671875,15.800000190734863,2329.60009765625,86.20999908447266
2024-04-11,5199.06005859375,14.90999984741211,2354.800048828125,85.0199966430664
2024-04-12,5123.41015625,17.309999465942383,2356.199951171875,85.66000366210938
2024-04-15,5061.81982421875,19.229999542236328,2365.800048828125,85.41000366210938
2024-04-16,5051.41015625,18.399999618530273,2390.800048828125,85.36000061035156
2024-04-17,5022.2099609375,18.209999084472656,2371.699951171875,82.69000244140625
2024-04-18,5011.1201171875,18.0,2382.300048828125,82.7300033569336
2024-04-19,4967.22998046875,18.709999084472656,2398.39990234375,83.13999938964844
2024-04-22,5010.60009765625,16.940000534057617,2332.199951171875,82.8499984741211
2024-04-23,5070.5498046875,15.6899995803833,2327.699951171875,83.36000061035156
2024-04-24,5071.6298828125,15.970000267028809,2324.5,82.80999755859375
2024-04-25,5048.419921875,15.369999885559082,2329.800048828125,83.56999969482422
2024-04-26,5099.9599609375,15.029999732971191,2334.800048828125,83.8499984741211
2024-04-29,5116.169921875,14.670000076293945,2345.39990234375,82.62999725341797
2024-04-30,5035.68994140625,15.649999618530273,2291.39990234375,81.93000030517578
2024-05-01,5018.39013671875,15.390000343322754,2299.89990234375,79.0
2024-05-02,5064.2001953125,14.680000305175781,2299.199951171875,78.94999694824219
2024-05-03,5127.7900390625,13.489999771118164,2299.0,78.11000061035156
2024-05-06,5180.740234375,13.489999771118164,2321.60009765625,78.4800033569336
2024-05-07,5187.7001953125,13.229999542236328,2315.199951171875,78.37999725341797
2024-05-08,5187.669921875,13.0,2313.60009765625,78.98999786376953
2024-05-09,5214.080078125,12.6899995803833,2332.10009765625,79.26000213623047
2024-05-10,5222.68017578125,12.550000190734863,2367.300048828125,78.26000213623047
2024-05-13,5221.419921875,13.600000381469727,2336.10009765625,79.12000274658203
2024-05-14,5246.68017578125,13.420000076293945,2353.39990234375,78.0199966430664
2024-05-15,5308.14990234375,12.449999809265137,2388.699951171875,78.62999725341797
2024-05-16,5297.10009765625,12.420000076293945,2380.0,79.2300033569336
2024-05-17,5303.27001953125,11.989999771118164,2412.199951171875,80.05999755859375
2024-05-20,5308.1298828125,12.149999618530273,2433.89990234375,79.80000305175781
2024-05-21,5321.41015625,11.859999656677246,2421.699951171875,79.26000213623047
2024-05-22,5307.009765625,12.289999961853027,2389.199951171875,77.56999969482422
2024-05-23,5267.83984375,12.770000457763672,2335.0,76.87000274658203
2024-05-24,5304.72021484375,11.930000305175781,2332.5,77.72000122070312
2024-05-28,5306.0400390625,12.920000076293945,2355.199951171875,79.83000183105469
2024-05-29,5266.9501953125,14.279999732971191,2340.300048828125,79.2300033569336
2024-05-30,5235.47998046875,14.470000267028809,2342.89990234375,77.91000366210938
2024-05-31,5277.509765625,12.920000076293945,2322.89990234375,76.98999786376953
2024-06-03,5283.39990234375,13.109999656677246,2346.60009765625,74.22000122070312
2024-06-04,5291.33984375,13.15999984741211,2325.5,73.25
2024-06-05,5354.02978515625,12.630000114440918,2354.10009765625,74.06999969482422
2024-06-06,5352.9599609375,12.579999923706055,2370.300048828125,75.55000305175781
2024-06-07,5346.990234375,12.220000267028809,2305.199951171875,75.52999877929688
2024-06-10,5360.7900390625,12.739999771118164,2307.699951171875,77.73999786376953
2024-06-11,5375.31982421875,12.850000381469727,2307.5,77.9000015258789
2024-06-12,5421.02978515625,12.039999961853027,2336.0,78.5
2024-06-13,5433.740234375,11.9399995803833,2300.199951171875,78.62000274658203
2024-06-14,5431.60009765625,12.65999984741211,2331.39990234375,78.44999694824219
2024-06-17,5473.22998046875,12.75,2312.39990234375,80.33000183105469
2024-06-18,5487.02978515625,12.300000190734863,2330.39990234375,81.56999969482422
2024-06-20,5473.169921875,13.279999732971191,2353.800048828125,82.16999816894531
2024-06-21,5464.6201171875,13.199999809265137,2316.39990234375,80.7300033569336
2024-06-24,5447.8701171875,13.329999923706055,2330.0,81.62999725341797
2024-06-25,5469.2998046875,12.84000015258789,2316.60009765625,80.83000183105469
2024-06-26,5477.89990234375,12.550000190734863,2299.199951171875,80.9000015258789
2024-06-27,5482.8701171875,12.239999771118164,2324.5,81.73999786376953
2024-06-28,5460.47998046875,12.4399995803833,2327.699951171875,81.54000091552734
2024-07-01,5475.08984375,12.220000267028809,2327.60009765625,83.37999725341797
2024-07-02,5509.009765625,12.029999732971191,2323.0,82.80999755859375
2024-07-03,5537.02001953125,12.09000015258789,2359.800048828125,83.87999725341797
2024-07-05,5567.18994140625,12.479999542236328,2388.5,83.16000366210938
2024-07-08,5572.85009765625,12.369999885559082,2355.199951171875,82.33000183105469
2024-07-09,5576.97998046875,12.510000228881836,2360.10009765625,81.41000366210938
2024-07-10,5633.91015625,12.850000381469727,2372.199951171875,82.0999984741211
2024-07-11,5584.5400390625,12.920000076293945,2415.0,82.62000274658203
2024-07-12,5615.35009765625,12.460000038146973,2414.0,82.20999908447266
2024-07-15,5631.22021484375,13.119999885559082,2422.89990234375,81.91000366210938
2024-07-16,5667.2001953125,13.1899995803833,2462.39990234375,80.76000213623047
2024-07-17,5588.27001953125,14.479999542236328,2454.800048828125,82.8499984741211
2024-07-18,5544.58984375,15.930000305175781,2451.800048828125,82.81999969482422
2024-07-19,5505.0,16.520000457763672,2395.5,80.12999725341797
2024-07-22,5564.41015625,14.90999984741211,2392.0,79.77999877929688
2024-07-23,5555.740234375,14.720000267028809,2404.60009765625,76.95999908447266
2024-07-24,5427.1298828125,18.040000915527344,2413.300048828125,77.58999633789062
2024-07-25,5399.22021484375,18.459999084472656,2351.89990234375,78.27999877929688
2024-07-26,5459.10009765625,16.389999389648438,2380.0,77.16000366210938
